fichier,ligne,chaine,cle_suggeree
ui/tech_panel.gd,260,Arbre de technologie,T_TECH_ARBRE_DE_TECHNOLOGIE
ui/tech_panel.gd,268,Points : %d,T_TECH_POINTS_D
ui/tech_panel.gd,272,Présage : %s (crise %d%%),T_TECH_PRESAGE_S_CRISE_D
ui/tech_panel.gd,279,Recherche : %s,T_TECH_RECHERCHE_S
ui/tech_panel.gd,286,Recherche : (cliquez un nœud recherchable),T_TECH_RECHERCHE_CLIQUEZ_UN_N
ui/tech_panel.gd,288,● acquis,T_TECH_ACQUIS
ui/tech_panel.gd,289,● recherchable,T_TECH_RECHERCHABLE
ui/tech_panel.gd,290,● verrouillé,T_TECH_VERROUILLE
ui/tech_panel.gd,291,● faustien,T_TECH_FAUSTIEN
ui/tech_panel.gd,300,Cliquez un nœud pour son détail.,T_TECH_CLIQUEZ_UN_N_UD
ui/tech_panel.gd,319,T%d,T_TECH_T_D
ui/tech_panel.gd,333,Métabolisation : +%d%% recherche (le creuset digéré),T_TECH_METABOLISATION_D_RECHERCHE_LE
ui/tech_panel.gd,343,Accès aux signatures (arbre) :,T_TECH_ACCES_AUX_SIGNATURES_ARBRE
ui/tech_panel.gd,374, — requis palier : %d,T_TECH_REQUIS_PALIER_D
ui/tech_panel.gd,376,Compte pour l'Ascension : %d/%d%s,T_TECH_COMPTE_POUR_L_ASCENSION
ui/topbar.gd,44,(libscps absente — voir README),T_TOPBAR_LIBSCPS_ABSENTE_VOIR_README
ui/topbar.gd,48,⚠ libscps OBSOLÈTE — rebâtir : scons platform=windows use_mingw=yes,T_TOPBAR_LIBSCPS_OBSOLETE_REBATIR_SCONS
ui/topbar.gd,54,An %d,T_TOPBAR_AN_D
ui/topbar.gd,76,%d provinces,T_TOPBAR_D_PROVINCES
ui/topbar.gd,94,Colonie %d %%,T_TOPBAR_COLONIE_D
ui/topbar.gd,107,Engager : %s,T_TOPBAR_ENGAGER_S
ui/uikit.gd,68,Conquérants,T_UIKIT_CONQUERANTS
ui/uikit.gd,70,Légistes,T_UIKIT_LEGISTES
ui/uikit.gd,115,Manufacture textile,T_UIKIT_MANUFACTURE_TEXTILE
ui/uikit.gd,116,Atelier d'outillage,T_UIKIT_ATELIER_D_OUTILLAGE
ui/uikit.gd,117,Armurerie lourde,T_UIKIT_ARMURERIE_LOURDE
ui/uikit.gd,119,Poudrière,T_UIKIT_POUDRIERE
ui/uikit.gd,121,Foreuse arcanique,T_UIKIT_FOREUSE_ARCANIQUE
ui/uikit.gd,122,Réplicateur ligneux,T_UIKIT_REPLICATEUR_LIGNEUX
ui/uikit.gd,123,Corne divine,T_UIKIT_CORNE_DIVINE
ui/uikit.gd,124,Forge céleste,T_UIKIT_FORGE_CELESTE
ui/uikit.gd,126,Armurerie légère,T_UIKIT_ARMURERIE_LEGERE
ui/uikit.gd,127,Atelier d'arc,T_UIKIT_ATELIER_D_ARC
ui/uikit.gd,128,Charbonnière,T_UIKIT_CHARBONNIERE
ui/uikit.gd,130,Scierie navale,T_UIKIT_SCIERIE_NAVALE
ui/uikit.gd,132,Atelier d'étoffe précieuse,T_UIKIT_ATELIER_D_ETOFFE_PRECIEUSE
ui/uikit.gd,134,Atelier de tunique,T_UIKIT_ATELIER_DE_TUNIQUE
ui/uikit.gd,135,Atelier de mage,T_UIKIT_ATELIER_DE_MAGE
ui/uikit.gd,137,Atelier de sculpture,T_UIKIT_ATELIER_DE_SCULPTURE
ui/uikit.gd,162,taïga,T_UIKIT_TAIGA
ui/uikit.gd,162,forêt,T_UIKIT_FORET
ui/uikit.gd,168,désert,T_UIKIT_DESERT
ui/uikit.gd,178,côt,T_UIKIT_COT
ui/uikit.gd,180,forêt,T_UIKIT_FORET
ui/uikit.gd,189,Rouages de précision,T_UIKIT_ROUAGES_DE_PRECISION
ui/uikit.gd,190,Mécanisme d'horlogerie,T_UIKIT_MECANISME_D_HORLOGERIE
ui/uikit.gd,191,Alliages des profondeurs,T_UIKIT_ALLIAGES_DES_PROFONDEURS
ui/uikit.gd,192,Gravure runique,T_UIKIT_GRAVURE_RUNIQUE
ui/uikit.gd,193,Glyphes éthérés,T_UIKIT_GLYPHES_ETHERES
ui/uikit.gd,194,Communion éthérée,T_UIKIT_COMMUNION_ETHEREE
ui/uikit.gd,195,Droit coutumier,T_UIKIT_DROIT_COUTUMIER
ui/uikit.gd,196,Langue franque,T_UIKIT_LANGUE_FRANQUE
ui/uikit.gd,197,Vergers étagés,T_UIKIT_VERGERS_ETAGES
ui/uikit.gd,198,Pâturages intégrés,T_UIKIT_PATURAGES_INTEGRES
ui/uikit.gd,199,Rites guerriers,T_UIKIT_RITES_GUERRIERS
ui/uikit.gd,200,Hordes conquérantes,T_UIKIT_HORDES_CONQUERANTES
ui/uikit.gd,202,Poudrière,T_UIKIT_POUDRIERE
ui/uikit.gd,205,Comptoirs marchands,T_UIKIT_COMPTOIRS_MARCHANDS
ui/uikit.gd,209,Université,T_UIKIT_UNIVERSITE
ui/uikit.gd,211,Atelier de construction,T_UIKIT_ATELIER_DE_CONSTRUCTION
ui/uikit.gd,214,Forge à runes,T_UIKIT_FORGE_A_RUNES
ui/uikit.gd,217,Droit d'intégration,T_UIKIT_DROIT_D_INTEGRATION
ui/uikit.gd,218,Irrigation & greniers,T_UIKIT_IRRIGATION_GRENIERS
ui/uikit.gd,222,Savoir de guerre,T_UIKIT_SAVOIR_DE_GUERRE
ui/uikit.gd,223,Organisation militaire,T_UIKIT_ORGANISATION_MILITAIRE
ui/uikit.gd,225,Halles & entrepôts,T_UIKIT_HALLES_ENTREPOTS
ui/uikit.gd,226,Collecte de nourriture,T_UIKIT_COLLECTE_DE_NOURRITURE
ui/uikit.gd,228,Arquebuserie de précision,T_UIKIT_ARQUEBUSERIE_DE_PRECISION
ui/uikit.gd,229,Poliorcétique,T_UIKIT_POLIORCETIQUE
ui/uikit.gd,230,Engins de siège,T_UIKIT_ENGINS_DE_SIEGE
ui/uikit.gd,231,Chamanisme de guerre,T_UIKIT_CHAMANISME_DE_GUERRE
ui/uikit.gd,233,Économie de horde,T_UIKIT_ECONOMIE_DE_HORDE
ui/uikit.gd,234,Automates arcanes,T_UIKIT_AUTOMATES_ARCANES
ui/uikit.gd,235,Abondance druidique,T_UIKIT_ABONDANCE_DRUIDIQUE
ui/uikit.gd,236,Guildes maîtresses,T_UIKIT_GUILDES_MAITRESSES
ui/uikit.gd,237,Charrues lourdes,T_UIKIT_CHARRUES_LOURDES
ui/uikit.gd,238,Machines agricoles,T_UIKIT_MACHINES_AGRICOLES
ui/uikit.gd,239,Horlogerie marchande,T_UIKIT_HORLOGERIE_MARCHANDE
ui/uikit.gd,240,Académie cosmopolite,T_UIKIT_ACADEMIE_COSMOPOLITE
ui/uikit.gd,241,Grenier colonial,T_UIKIT_GRENIER_COLONIAL
ui/uikit.gd,243,Arquebuse runique,T_UIKIT_ARQUEBUSE_RUNIQUE
ui/uikit.gd,244,Concile des savants,T_UIKIT_CONCILE_DES_SAVANTS
ui/uikit.gd,245,Légion universelle,T_UIKIT_LEGION_UNIVERSELLE
ui/uikit.gd,247,Bibliothèque,T_UIKIT_BIBLIOTHEQUE
ui/uikit.gd,248,Académie,T_UIKIT_ACADEMIE
ui/uikit.gd,249,Magie de bataille,T_UIKIT_MAGIE_DE_BATAILLE
ui/uikit.gd,251,L'Éveil,T_UIKIT_L_EVEIL
ui/uikit.gd,252,Gardes runiques,T_UIKIT_GARDES_RUNIQUES
ui/uikit.gd,253,Savoir interdit,T_UIKIT_SAVOIR_INTERDIT
ui/uikit.gd,254,Collecte de bois,T_UIKIT_COLLECTE_DE_BOIS
ui/uikit.gd,255,Collecte d'argile,T_UIKIT_COLLECTE_D_ARGILE
ui/uikit.gd,257,Industrie de masse,T_UIKIT_INDUSTRIE_DE_MASSE
ui/uikit.gd,258,Foreuse arcanique,T_UIKIT_FOREUSE_ARCANIQUE
ui/uikit.gd,259,L'Œuvre noire,T_UIKIT_L_UVRE_NOIRE
ui/uikit.gd,260,Qualité des matériaux,T_UIKIT_QUALITE_DES_MATERIAUX
ui/uikit.gd,262,Économie servile,T_UIKIT_ECONOMIE_SERVILE
ui/uikit.gd,263,Caste martiale,T_UIKIT_CASTE_MARTIALE
ui/uikit.gd,266,Culte impérial,T_UIKIT_CULTE_IMPERIAL
ui/uikit.gd,753,é,T_UIKIT_E
ui/uikit.gd,753,è,T_UIKIT_E
ui/uikit.gd,753,ê,T_UIKIT_E
ui/uikit.gd,753,ë,T_UIKIT_E
ui/uikit.gd,753,à,T_UIKIT_A
ui/uikit.gd,753,â,T_UIKIT_A
ui/uikit.gd,753,ä,T_UIKIT_A
ui/uikit.gd,753,î,T_UIKIT_I
ui/uikit.gd,753,ï,T_UIKIT_I
ui/uikit.gd,754,ô,T_UIKIT_O
ui/uikit.gd,754,ö,T_UIKIT_O
ui/uikit.gd,754,û,T_UIKIT_U
ui/uikit.gd,754,ù,T_UIKIT_U
ui/uikit.gd,754,ü,T_UIKIT_U
ui/uikit.gd,754,ç,T_UIKIT_C
